,0,1,2
11936,R-HSA-174437,Removal of the Flap Intermediate from the C-strand,Homo sapiens
11937,R-HSA-4641265,Repression of WNT target genes,Homo sapiens
11938,R-HSA-1474165,Reproduction,Homo sapiens
11939,R-HSA-9665250,Resistance of ERBB2 KD mutants to AEE788,Homo sapiens
11940,R-HSA-9665249,Resistance of ERBB2 KD mutants to afatinib,Homo sapiens
11941,R-HSA-9665251,Resistance of ERBB2 KD mutants to lapatinib,Homo sapiens
11942,R-HSA-9665246,Resistance of ERBB2 KD mutants to neratinib,Homo sapiens
11943,R-HSA-9665247,Resistance of ERBB2 KD mutants to osimertinib,Homo sapiens
11944,R-HSA-9665244,Resistance of ERBB2 KD mutants to sapitinib,Homo sapiens
11945,R-HSA-9665245,Resistance of ERBB2 KD mutants to tesevatinib,Homo sapiens
11946,R-HSA-9665233,Resistance of ERBB2 KD mutants to trastuzumab,Homo sapiens
11947,R-HSA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,Homo sapiens
11948,R-HSA-110381,Resolution of AP sites via the single-nucleotide replacement pathway,Homo sapiens
11949,R-HSA-73933,Resolution of Abasic Sites (AP sites),Homo sapiens
11950,R-HSA-5693537,Resolution of D-Loop Structures,Homo sapiens
11951,R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,Homo sapiens
11952,R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),Homo sapiens
11953,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,Homo sapiens
11954,R-HSA-611105,Respiratory electron transport,Homo sapiens
11955,R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",Homo sapiens
11956,R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,Homo sapiens
11957,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,Homo sapiens
11958,R-HSA-9637690,Response of Mtb to phagocytosis,Homo sapiens
11959,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,Homo sapiens
11960,R-HSA-5660526,Response to metal ions,Homo sapiens
11961,R-HSA-2453864,Retinoid cycle disease events,Homo sapiens
11962,R-HSA-975634,Retinoid metabolism and transport,Homo sapiens
11963,R-HSA-6809583,Retinoid metabolism disease events,Homo sapiens
11964,R-HSA-177504,Retrograde neurotrophin signalling,Homo sapiens
11965,R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,Homo sapiens
11966,R-HSA-888593,Reuptake of GABA,Homo sapiens
11967,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,Homo sapiens
11968,R-HSA-73943,Reversal of alkylation damage by DNA dioxygenases,Homo sapiens
11969,R-HSA-162589,Reverse Transcription of HIV RNA,Homo sapiens
11970,R-HSA-1475029,Reversible hydration of carbon dioxide,Homo sapiens
11971,R-HSA-9037628,Rhesus blood group biosynthesis,Homo sapiens
11972,R-HSA-444411,Rhesus glycoproteins mediate ammonium transport.,Homo sapiens
11973,R-HSA-194840,Rho GTPase cycle,Homo sapiens
11974,R-HSA-72702,Ribosomal scanning and start codon recognition,Homo sapiens
11975,R-HSA-428890,Role of ABL in ROBO-SLIT signaling,Homo sapiens
11976,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,Homo sapiens
11977,R-HSA-2029485,Role of phospholipids in phagocytosis,Homo sapiens
11978,R-HSA-418890,Role of second messengers in netrin-1 signaling,Homo sapiens
11979,R-HSA-69242,S Phase,Homo sapiens
11980,R-HSA-5358747,S33 mutants of beta-catenin aren't phosphorylated,Homo sapiens
11981,R-HSA-5358749,S37 mutants of beta-catenin aren't phosphorylated,Homo sapiens
11982,R-HSA-5358751,S45 mutants of beta-catenin aren't phosphorylated,Homo sapiens
11983,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,Homo sapiens
11984,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,Homo sapiens
11985,R-HSA-373756,SDK interactions,Homo sapiens
11986,R-HSA-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,Homo sapiens
11987,R-HSA-5654688,SHC-mediated cascade:FGFR1,Homo sapiens
11988,R-HSA-5654699,SHC-mediated cascade:FGFR2,Homo sapiens
11989,R-HSA-5654704,SHC-mediated cascade:FGFR3,Homo sapiens
11990,R-HSA-5654719,SHC-mediated cascade:FGFR4,Homo sapiens
11991,R-HSA-2428933,SHC-related events triggered by IGF1R,Homo sapiens
11992,R-HSA-180336,SHC1 events in EGFR signaling,Homo sapiens
11993,R-HSA-1250196,SHC1 events in ERBB2 signaling,Homo sapiens
11994,R-HSA-1250347,SHC1 events in ERBB4 signaling,Homo sapiens
11995,R-HSA-427359,SIRT1 negatively regulates rRNA expression,Homo sapiens
11996,R-HSA-77588,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,Homo sapiens
11997,R-HSA-111367,SLBP independent Processing of Histone Pre-mRNAs,Homo sapiens
11998,R-HSA-5619102,SLC transporter disorders,Homo sapiens
11999,R-HSA-425407,SLC-mediated transmembrane transport,Homo sapiens
12000,R-HSA-8985586,SLIT2:ROBO1 increases RHOA activity,Homo sapiens
12001,R-HSA-111463,SMAC (DIABLO) binds to IAPs ,Homo sapiens
12002,R-HSA-111464,SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ,Homo sapiens
12003,R-HSA-111469,"SMAC, XIAP-regulated apoptotic response",Homo sapiens
12004,R-HSA-3315487,SMAD2/3 MH2 Domain Mutants in Cancer,Homo sapiens
12005,R-HSA-3304356,SMAD2/3 Phosphorylation Motif Mutants in Cancer,Homo sapiens
12006,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,Homo sapiens
12007,R-HSA-3311021,SMAD4 MH2 Domain Mutants in Cancer,Homo sapiens
12008,R-HSA-112412,SOS-mediated signalling,Homo sapiens
12009,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,Homo sapiens
12010,R-HSA-9645135,STAT5 Activation,Homo sapiens
12011,R-HSA-3249367,STAT6-mediated induction of chemokines,Homo sapiens
12012,R-HSA-1834941,STING mediated induction of host immune responses,Homo sapiens
12013,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,Homo sapiens
12014,R-HSA-3065676,SUMO is conjugated to E1 (UBA2:SAE1),Homo sapiens
12015,R-HSA-3065679,SUMO is proteolytically processed,Homo sapiens
12016,R-HSA-3065678,"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",Homo sapiens
12017,R-HSA-2990846,SUMOylation,Homo sapiens
12018,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,Homo sapiens
12019,R-HSA-4655427,SUMOylation of DNA methylation proteins,Homo sapiens
12020,R-HSA-4615885,SUMOylation of DNA replication proteins,Homo sapiens
12021,R-HSA-4570464,SUMOylation of RNA binding proteins,Homo sapiens
12022,R-HSA-4085377,SUMOylation of SUMOylation proteins,Homo sapiens
12023,R-HSA-4551638,SUMOylation of chromatin organization proteins,Homo sapiens
12024,R-HSA-4755510,SUMOylation of immune response proteins,Homo sapiens
12025,R-HSA-4090294,SUMOylation of intracellular receptors,Homo sapiens
12026,R-HSA-3899300,SUMOylation of transcription cofactors,Homo sapiens
12027,R-HSA-3232118,SUMOylation of transcription factors,Homo sapiens
12028,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,Homo sapiens
12029,R-HSA-3000480,Scavenging by Class A Receptors,Homo sapiens
12030,R-HSA-3000471,Scavenging by Class B Receptors,Homo sapiens
12031,R-HSA-3000484,Scavenging by Class F Receptors,Homo sapiens
12032,R-HSA-3000497,Scavenging by Class H Receptors,Homo sapiens
12033,R-HSA-2168880,Scavenging of heme from plasma,Homo sapiens
12034,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,Homo sapiens
12035,R-HSA-9663891,Selective autophagy,Homo sapiens
12036,R-HSA-2408522,Selenoamino acid metabolism,Homo sapiens
12037,R-HSA-2408557,Selenocysteine synthesis,Homo sapiens
12038,R-HSA-399954,Sema3A PAK dependent Axon repulsion,Homo sapiens
12039,R-HSA-400685,Sema4D in semaphorin signaling,Homo sapiens
12040,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,Homo sapiens
12041,R-HSA-416550,Sema4D mediated inhibition of cell attachment and migration,Homo sapiens
12042,R-HSA-373755,Semaphorin interactions,Homo sapiens
12043,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),Homo sapiens
12044,R-HSA-5693548,Sensing of DNA Double Strand Breaks,Homo sapiens
12045,R-HSA-2467813,Separation of Sister Chromatids,Homo sapiens
12046,R-HSA-977347,Serine biosynthesis,Homo sapiens
12047,R-HSA-181429,Serotonin Neurotransmitter Release Cycle,Homo sapiens
12048,R-HSA-209931,Serotonin and melatonin biosynthesis,Homo sapiens
12049,R-HSA-380615,Serotonin clearance from the synaptic cleft,Homo sapiens
12050,R-HSA-390666,Serotonin receptors,Homo sapiens
12051,R-HSA-3282872,Severe congenital neutropenia type 4 (G6PC3),Homo sapiens
12052,R-HSA-4085001,Sialic acid metabolism,Homo sapiens
12053,R-HSA-162582,Signal Transduction,Homo sapiens
12054,R-HSA-392518,Signal amplification,Homo sapiens
12055,R-HSA-74749,Signal attenuation,Homo sapiens
12056,R-HSA-391160,Signal regulatory protein family interactions,Homo sapiens
12057,R-HSA-445144,Signal transduction by L1,Homo sapiens
12058,R-HSA-1502540,Signaling by Activin,Homo sapiens
12059,R-HSA-201451,Signaling by BMP,Homo sapiens
12060,R-HSA-6802952,Signaling by BRAF and RAF fusions,Homo sapiens
12061,R-HSA-177929,Signaling by EGFR,Homo sapiens
12062,R-HSA-1643713,Signaling by EGFR in Cancer,Homo sapiens
12063,R-HSA-5637812,Signaling by EGFRvIII in Cancer,Homo sapiens
12064,R-HSA-1227986,Signaling by ERBB2,Homo sapiens
12065,R-HSA-9665348,Signaling by ERBB2 ECD mutants,Homo sapiens
12066,R-HSA-9664565,Signaling by ERBB2 KD Mutants,Homo sapiens
12067,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,Homo sapiens
12068,R-HSA-1227990,Signaling by ERBB2 in Cancer,Homo sapiens
12069,R-HSA-1236394,Signaling by ERBB4,Homo sapiens
12070,R-HSA-9006335,Signaling by Erythropoietin,Homo sapiens
12071,R-HSA-190236,Signaling by FGFR,Homo sapiens
12072,R-HSA-1226099,Signaling by FGFR in disease,Homo sapiens
12073,R-HSA-5654736,Signaling by FGFR1,Homo sapiens
12074,R-HSA-1839120,Signaling by FGFR1 amplification mutants,Homo sapiens
12075,R-HSA-5655302,Signaling by FGFR1 in disease,Homo sapiens
12076,R-HSA-5654738,Signaling by FGFR2,Homo sapiens
12077,R-HSA-8851708,Signaling by FGFR2 IIIa TM,Homo sapiens
12078,R-HSA-2023837,Signaling by FGFR2 amplification mutants,Homo sapiens
12079,R-HSA-8853333,Signaling by FGFR2 fusions,Homo sapiens
12080,R-HSA-5655253,Signaling by FGFR2 in disease,Homo sapiens
12081,R-HSA-5654741,Signaling by FGFR3,Homo sapiens
12082,R-HSA-8853334,Signaling by FGFR3 fusions in cancer,Homo sapiens
12083,R-HSA-5655332,Signaling by FGFR3 in disease,Homo sapiens
12084,R-HSA-8853338,Signaling by FGFR3 point mutants in cancer,Homo sapiens
12085,R-HSA-5654743,Signaling by FGFR4,Homo sapiens
12086,R-HSA-5655291,Signaling by FGFR4 in disease,Homo sapiens
12087,R-HSA-372790,Signaling by GPCR,Homo sapiens
12088,R-HSA-5358351,Signaling by Hedgehog,Homo sapiens
12089,R-HSA-2028269,Signaling by Hippo,Homo sapiens
12090,R-HSA-74752,Signaling by Insulin receptor,Homo sapiens
12091,R-HSA-449147,Signaling by Interleukins,Homo sapiens
12092,R-HSA-2586552,Signaling by Leptin,Homo sapiens
12093,R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,Homo sapiens
12094,R-HSA-6806834,Signaling by MET,Homo sapiens
12095,R-HSA-8852405,Signaling by MST1,Homo sapiens
12096,R-HSA-1181150,Signaling by NODAL,Homo sapiens
12097,R-HSA-157118,Signaling by NOTCH,Homo sapiens
12098,R-HSA-1980143,Signaling by NOTCH1,Homo sapiens
12099,R-HSA-2691230,Signaling by NOTCH1 HD Domain Mutants in Cancer,Homo sapiens
12100,R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,Homo sapiens
12101,R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer,Homo sapiens
12102,R-HSA-2644603,Signaling by NOTCH1 in Cancer,Homo sapiens
12103,R-HSA-2660825,Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,Homo sapiens
12104,R-HSA-1980145,Signaling by NOTCH2,Homo sapiens
12105,R-HSA-9012852,Signaling by NOTCH3,Homo sapiens
12106,R-HSA-9013694,Signaling by NOTCH4,Homo sapiens
12107,R-HSA-187037,Signaling by NTRK1 (TRKA),Homo sapiens
12108,R-HSA-9006115,Signaling by NTRK2 (TRKB),Homo sapiens
12109,R-HSA-9034015,Signaling by NTRK3 (TRKC),Homo sapiens
12110,R-HSA-166520,Signaling by NTRKs,Homo sapiens
12111,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,Homo sapiens
12112,R-HSA-9006931,Signaling by Nuclear Receptors,Homo sapiens
12113,R-HSA-5638302,Signaling by Overexpressed Wild-Type EGFR in Cancer,Homo sapiens
12114,R-HSA-186797,Signaling by PDGF,Homo sapiens
12115,R-HSA-9671555,Signaling by PDGFR in disease,Homo sapiens
12116,R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,Homo sapiens
12117,R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",Homo sapiens
12118,R-HSA-8848021,Signaling by PTK6,Homo sapiens
12119,R-HSA-6802949,Signaling by RAS mutants,Homo sapiens
12120,R-HSA-376176,Signaling by ROBO receptors,Homo sapiens
12121,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,Homo sapiens
12122,R-HSA-5362517,Signaling by Retinoic Acid,Homo sapiens
12123,R-HSA-194315,Signaling by Rho GTPases,Homo sapiens
12124,R-HSA-1433557,Signaling by SCF-KIT,Homo sapiens
12125,R-HSA-170834,Signaling by TGF-beta Receptor Complex,Homo sapiens
12126,R-HSA-3304351,Signaling by TGF-beta Receptor Complex in Cancer,Homo sapiens
12127,R-HSA-9006936,Signaling by TGF-beta family members,Homo sapiens
12128,R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Homo sapiens
12129,R-HSA-194138,Signaling by VEGF,Homo sapiens
12130,R-HSA-195721,Signaling by WNT,Homo sapiens
12131,R-HSA-4791275,Signaling by WNT in cancer,Homo sapiens
12132,R-HSA-1839122,Signaling by activated point mutants of FGFR1,Homo sapiens
12133,R-HSA-1839130,Signaling by activated point mutants of FGFR3,Homo sapiens
12134,R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,Homo sapiens
12135,R-HSA-9673766,Signaling by cytosolic PDGFRA and PDGFRB fusion proteins,Homo sapiens
12136,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,Homo sapiens
12137,R-HSA-9673768,Signaling by membrane-tethered fusions of PDGFRA or PDGFRB,Homo sapiens
12138,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,Homo sapiens
12139,R-HSA-8853336,Signaling by plasma membrane FGFR1 fusions,Homo sapiens
12140,R-HSA-983705,Signaling by the B Cell Receptor (BCR),Homo sapiens
12141,R-HSA-9649948,Signaling downstream of RAS mutants,Homo sapiens
12142,R-HSA-198765,Signalling to ERK5,Homo sapiens
12143,R-HSA-187687,Signalling to ERKs,Homo sapiens
12144,R-HSA-167044,Signalling to RAS,Homo sapiens
12145,R-HSA-198745,Signalling to STAT3,Homo sapiens
12146,R-HSA-187706,Signalling to p38 via RIT and RIN,Homo sapiens
12147,R-HSA-426486,Small interfering RNA (siRNA) biogenesis,Homo sapiens
12148,R-HSA-445355,Smooth Muscle Contraction,Homo sapiens
12149,R-HSA-427652,Sodium-coupled phosphate cotransporters,Homo sapiens
12150,R-HSA-433137,"Sodium-coupled sulphate, di- and tri-carboxylate transporters",Homo sapiens
12151,R-HSA-425561,Sodium/Calcium exchangers,Homo sapiens
12152,R-HSA-425986,Sodium/Proton exchangers,Homo sapiens
12153,R-HSA-9674404,Sorafenib-resistant PDGFR mutants,Homo sapiens
12154,R-HSA-1300642,Sperm Motility And Taxes,Homo sapiens
12155,R-HSA-1660661,Sphingolipid de novo biosynthesis,Homo sapiens
12156,R-HSA-428157,Sphingolipid metabolism,Homo sapiens
12157,R-HSA-1295596,Spry regulation of FGF signaling,Homo sapiens
12158,R-HSA-69541,Stabilization of p53,Homo sapiens
12159,R-HSA-211994,Sterols are 12-hydroxylated by CYP8B1,Homo sapiens
12160,R-HSA-211736,Stimulation of the cell death response by PAK-2p34,Homo sapiens
12161,R-HSA-2672351,Stimuli-sensing channels,Homo sapiens
12162,R-HSA-390522,Striated Muscle Contraction,Homo sapiens
12163,R-HSA-1614517,Sulfide oxidation to sulfate,Homo sapiens
12164,R-HSA-1614635,Sulfur amino acid metabolism,Homo sapiens
12165,R-HSA-9674401,Sunitinib-resistant PDGFR mutants,Homo sapiens
12166,R-HSA-9635465,Suppression of apoptosis,Homo sapiens
12167,R-HSA-9636569,Suppression of autophagy,Homo sapiens
12168,R-HSA-9637687,Suppression of phagosomal maturation,Homo sapiens
12169,R-HSA-5683826,Surfactant metabolism,Homo sapiens
12170,R-HSA-69052,Switching of origins to a post-replicative state,Homo sapiens
12171,R-HSA-8849932,Synaptic adhesion-like molecules,Homo sapiens
12172,R-HSA-3000170,Syndecan interactions,Homo sapiens
12173,R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",Homo sapiens
12174,R-HSA-171286,Synthesis and processing of ENV and VPU,Homo sapiens
12175,R-HSA-2142816,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),Homo sapiens
12176,R-HSA-2142712,Synthesis of 12-eicosatetraenoic acid derivatives,Homo sapiens
12177,R-HSA-2142770,Synthesis of 15-eicosatetraenoic acid derivatives,Homo sapiens
12178,R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids,Homo sapiens
12179,R-HSA-1483171,Synthesis of BMP,Homo sapiens
12180,R-HSA-1483076,Synthesis of CL,Homo sapiens
12181,R-HSA-69239,Synthesis of DNA,Homo sapiens
12182,R-HSA-446199,Synthesis of Dolichyl-phosphate,Homo sapiens
12183,R-HSA-446205,Synthesis of GDP-mannose,Homo sapiens
12184,R-HSA-2142696,Synthesis of Hepoxilins (HX) and Trioxilins (TrX),Homo sapiens
12185,R-HSA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",Homo sapiens
12186,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,Homo sapiens
12187,R-HSA-1855231,Synthesis of IPs in the ER lumen,Homo sapiens
12188,R-HSA-1855191,Synthesis of IPs in the nucleus,Homo sapiens
12189,R-HSA-77111,Synthesis of Ketone Bodies,Homo sapiens
12190,R-HSA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX),Homo sapiens
12191,R-HSA-2142700,Synthesis of Lipoxins (LX),Homo sapiens
12192,R-HSA-1483166,Synthesis of PA,Homo sapiens
12193,R-HSA-1483191,Synthesis of PC,Homo sapiens
12194,R-HSA-1483213,Synthesis of PE,Homo sapiens
12195,R-HSA-1483148,Synthesis of PG,Homo sapiens
12196,R-HSA-1483226,Synthesis of PI,Homo sapiens
12197,R-HSA-1483248,Synthesis of PIPs at the ER membrane,Homo sapiens
12198,R-HSA-1660514,Synthesis of PIPs at the Golgi membrane,Homo sapiens
12199,R-HSA-1660516,Synthesis of PIPs at the early endosome membrane,Homo sapiens
12200,R-HSA-1660517,Synthesis of PIPs at the late endosome membrane,Homo sapiens
12201,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,Homo sapiens
12202,R-HSA-8847453,Synthesis of PIPs in the nucleus,Homo sapiens
12203,R-HSA-1483101,Synthesis of PS,Homo sapiens
12204,R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),Homo sapiens
12205,R-HSA-446210,Synthesis of UDP-N-acetyl-glucosamine,Homo sapiens
12206,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,Homo sapiens
12207,R-HSA-192105,Synthesis of bile acids and bile salts,Homo sapiens
12208,R-HSA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,Homo sapiens
12209,R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,Homo sapiens
12210,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,Homo sapiens
12211,R-HSA-5358493,Synthesis of diphthamide-EEF2,Homo sapiens
12212,R-HSA-162699,Synthesis of dolichyl-phosphate mannose,Homo sapiens
12213,R-HSA-480985,Synthesis of dolichyl-phosphate-glucose,Homo sapiens
12214,R-HSA-2142670,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),Homo sapiens
12215,R-HSA-162710,Synthesis of glycosylphosphatidylinositol (GPI),Homo sapiens
12216,R-HSA-1855167,Synthesis of pyrophosphates in the cytosol,Homo sapiens
12217,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,Homo sapiens
12218,R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,Homo sapiens
12219,R-HSA-6782861,Synthesis of wybutosine at G37 of tRNA(Phe),Homo sapiens
12220,R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",Homo sapiens
12221,R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",Homo sapiens
12222,R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",Homo sapiens
12223,R-HSA-5358752,T41 mutants of beta-catenin aren't phosphorylated,Homo sapiens
12224,R-HSA-445989,TAK1 activates NFkB by phosphorylation and activation of IKKs complex,Homo sapiens
12225,R-HSA-6791462,"TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P",Homo sapiens
12226,R-HSA-6791055,"TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P",Homo sapiens
12227,R-HSA-8854214,TBC/RABGAPs,Homo sapiens
12228,R-HSA-201681,TCF dependent signaling in response to WNT,Homo sapiens
12229,R-HSA-5339700,TCF7L2 mutants don't bind CTBP,Homo sapiens
12230,R-HSA-202403,TCR signaling,Homo sapiens
12231,R-HSA-5221030,"TET1,2,3 and TDG demethylate DNA",Homo sapiens
12232,R-HSA-8866911,TFAP2 (AP-2) family regulates transcription of cell cycle factors,Homo sapiens
12233,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,Homo sapiens
12234,R-HSA-8866906,TFAP2 (AP-2) family regulates transcription of other transcription factors,Homo sapiens
12235,R-HSA-8869496,TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,Homo sapiens
12236,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,Homo sapiens
12237,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),Homo sapiens
12238,R-HSA-3656532,TGFBR1 KD Mutants in Cancer,Homo sapiens
12239,R-HSA-3656535,TGFBR1 LBD Mutants in Cancer,Homo sapiens
12240,R-HSA-3645790,TGFBR2 Kinase Domain Mutants in Cancer,Homo sapiens
12241,R-HSA-3642279,TGFBR2 MSI Frameshift Mutants in Cancer,Homo sapiens
12242,R-HSA-5602566,TICAM1 deficiency - HSE,Homo sapiens
12243,R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",Homo sapiens
12244,R-HSA-9014325,"TICAM1,TRAF6-dependent induction of TAK1 complex",Homo sapiens
12245,R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7,Homo sapiens
12246,R-HSA-5602410,TLR3 deficiency - HSE,Homo sapiens
12247,R-HSA-9013957,TLR3-mediated TICAM1-dependent programmed cell death,Homo sapiens
12248,R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,Homo sapiens
12249,R-HSA-75893,TNF signaling,Homo sapiens
12250,R-HSA-5357956,TNFR1-induced NFkappaB signaling pathway,Homo sapiens
12251,R-HSA-5357786,TNFR1-induced proapoptotic signaling,Homo sapiens
12252,R-HSA-5626978,TNFR1-mediated ceramide production,Homo sapiens
12253,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,Homo sapiens
12254,R-HSA-5669034,TNFs bind their physiological receptors,Homo sapiens
12255,R-HSA-5628897,TP53 Regulates Metabolic Genes,Homo sapiens
12256,R-HSA-6803207,TP53 Regulates Transcription of Caspase Activators and Caspases,Homo sapiens
12257,R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,Homo sapiens
12258,R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,Homo sapiens
12259,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,Homo sapiens
12260,R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,Homo sapiens
12261,R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,Homo sapiens
12262,R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,Homo sapiens
12263,R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,Homo sapiens
12264,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,Homo sapiens
12265,R-HSA-6803205,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,Homo sapiens
12266,R-HSA-5602571,TRAF3 deficiency - HSE,Homo sapiens
12267,R-HSA-918233,TRAF3-dependent IRF activation pathway,Homo sapiens
12268,R-HSA-933541,TRAF6 mediated IRF7 activation,Homo sapiens
12269,R-HSA-975110,TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,Homo sapiens
12270,R-HSA-933542,TRAF6 mediated NF-kB activation,Homo sapiens
12271,R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,Homo sapiens
12272,R-HSA-937072,TRAF6-mediated induction of TAK1 complex within TLR4 complex,Homo sapiens
12273,R-HSA-75158,TRAIL  signaling,Homo sapiens
12274,R-HSA-937061,TRIF(TICAM1)-mediated TLR4 signaling ,Homo sapiens
12275,R-HSA-2562578,TRIF-mediated programmed cell death,Homo sapiens
12276,R-HSA-187042,TRKA activation by NGF,Homo sapiens
12277,R-HSA-3295583,TRP channels,Homo sapiens
12278,R-HSA-1299503,TWIK related potassium channel (TREK),Homo sapiens
12279,R-HSA-1299361,TWIK-related alkaline pH activated K+ channel (TALK),Homo sapiens
12280,R-HSA-1299344,TWIK-related spinal cord K+ channel (TRESK),Homo sapiens
12281,R-HSA-1299316,TWIK-releated acid-sensitive K+ channel (TASK),Homo sapiens
12282,R-HSA-9033500,TYSND1 cleaves peroxisomal proteins,Homo sapiens
12283,R-HSA-380095,Tachykinin receptors bind tachykinins,Homo sapiens
12284,R-HSA-1299308,Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK),Homo sapiens
12285,R-HSA-1299287,Tandem pore domain halothane-inhibited K+ channel (THIK),Homo sapiens
12286,R-HSA-1296346,Tandem pore domain potassium channels,Homo sapiens
12287,R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,Homo sapiens
12288,R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,Homo sapiens
12289,R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,Homo sapiens
12290,R-HSA-174430,Telomere C-strand synthesis initiation,Homo sapiens
